Term,Subject,Number,CCN,Title,Type,Section#,Instructor,Meeting Times,Rejected Student Cnt,Enrollment Limit,Waitlist Limit Cnt,Enrollment Cnt,% Class Filled,% Class Filled,Waitlist Cnt,Include Sb Week Desc
2018 Spring,English,R1A,23799,Reading And Comp,Lecture,4,Jee Hyun Choi; Katherine Snyder,Mon Wed Fri 01:00p-01:59p,18,18,0,18,100,100,0,Week 04
2018 Spring,English,R1A,23800,Reading And Comp,Lecture,5,Katherine Snyder; Michelle Ripplinger,Mon Wed Fri 02:00p-02:59p,11,19,0,19,100,100,0,Week 04
2018 Spring,English,R1A,23801,Reading And Comp,Lecture,6,Katherine Snyder; Shokoofeh Rajabzadeh,Mon Wed 05:00p-06:29p,16,17,1,17,100,100,1,Week 04
2018 Spring,English,R1A,23802,Reading And Comp,Lecture,7,Allison Neal; Katherine Snyder,Tue Thu 08:00a-09:29a,13,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,23803,Reading And Comp,Lecture,1,Katherine Snyder; Timothy Heimlich,Mon Wed Fri 09:00a-09:59a,11,16,0,16,100,100,0,Week 04
2018 Spring,English,R1B,23804,Reading And Comp,Lecture,2,Katherine Snyder; Shanjie Hu,Mon Wed Fri 10:00a-10:59a,12,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,23805,Reading And Comp,Lecture,3,Raina Levesque,Mon Wed Fri 11:00a-11:59a,19,16,0,16,100,100,0,Week 04
2018 Spring,English,R1B,23806,Reading And Comp,Lecture,4,Edward Alexander; Katherine Snyder,Mon Wed Fri 12:00p-12:59p,11,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,23807,Reading And Comp,Lecture,5,Jennifer Cho,Mon Wed Fri 12:00p-12:59p,10,17,0,16,94.11765,94.11765,0,Week 04
2018 Spring,English,R1B,23808,Reading And Comp,Lecture,6,Jennifer Cho,Mon Wed Fri 01:00p-01:59p,11,18,0,18,100,100,0,Week 04
2018 Spring,English,R1B,38925,Reading And Comp,Lecture,7,Katherine Snyder; Mary Wilson,Mon Wed Fri 01:00p-01:59p,6,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,38926,Reading And Comp,Lecture,8,Katherine Ding; Katherine Snyder,Mon Wed Fri 02:00p-02:59p,8,16,0,16,100,100,0,Week 04
2018 Spring,English,R1B,38927,Reading And Comp,Lecture,9,Balthazar Beckett,Tue Thu 08:00a-09:29a,10,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,38928,Reading And Comp,Lecture,10,Katherine Snyder; Ryan McWilliams,Tue Thu 05:00p-06:29p,11,15,0,15,100,100,0,Week 04
2018 Spring,English,R1B,38929,Reading And Comp,Lecture,11,Mark Bauer,Tue Thu 05:00p-06:29p,9,14,0,14,100,100,0,Week 04
2018 Spring,English,R1B,38977,Reading And Comp,Lecture,12,Claire Marie Stancek; Katherine Snyder,Mon Wed Fri 09:00a-09:59a,10,16,0,16,100,100,0,Week 04
2018 Spring,English,R1B,38978,Reading And Comp,Lecture,13,Frank Cruz; Katherine Snyder,Mon Wed Fri 10:00a-10:59a,14,15,0,15,100,100,0,Week 04
2018 Spring,English,R1B,38979,Reading And Comp,Lecture,14,Jessica Carr; Katherine Snyder,Mon Wed Fri 12:00p-12:59p,10,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,38980,Reading And Comp,Lecture,15,Jordan Greenwald; Katherine Snyder,Mon Wed Fri 01:00p-01:59p,10,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,38981,Reading And Comp,Lecture,16,Emily O'rourke; Katherine Snyder,Mon Wed Fri 02:00p-02:59p,10,16,0,16,100,100,0,Week 04
2018 Spring,English,R1B,38982,Reading And Comp,Lecture,17,Diana Thow; Katherine Snyder,Mon Wed 11:00a-12:29p,10,15,0,15,100,100,0,Week 04
2018 Spring,English,R1B,38983,Reading And Comp,Lecture,18,Wendy Xin,Mon Wed 12:00p-01:29p,13,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,41998,Reading And Comp,Lecture,19,Michelle Koerner,Mon Wed Fri 02:00p-02:59p,9,16,0,16,100,100,0,Week 04
2018 Spring,English,R1B,41999,Reading And Comp,Lecture,20,Brian Clancy,Mon Wed Fri 02:00p-02:59p,12,15,0,15,100,100,0,Week 04
2018 Spring,English,R1B,42312,Reading And Comp,Lecture,21,Srijani Ghosh,Mon Wed Fri 11:00a-11:59a,11,17,0,17,100,100,0,Week 04
2018 Spring,English,R1B,42313,Reading And Comp,Lecture,22,Brian Clancy,Mon Wed Fri 01:00p-01:59p,10,14,0,14,100,100,0,Week 04
2018 Spring,English,26,38976,Intro To Poetry,Lecture,1,Susan Schweik,Mon Wed Fri 02:00p-02:59p,54,25,1,25,100,100,1,Week 04
2018 Spring,English,43B,23813,Intro/Writing Verse,Lecture,1,Lise Gaston; Lyn Hejinian,Mon Wed 09:00a-10:29a,35,15,0,10,66.66667,66.66667,0,Week 04
2018 Spring,English,45A,23814,Lit In English,Lecture,1,David Marno,Mon Wed 03:00p-03:59p,37,90,1,89,98.88889,98.88889,0,Week 04
2018 Spring,English,45B,23815,Lit In English,Lecture,1,Elisa Tamarkin,Mon Wed 10:00a-10:59a,45,65,1,62,95.38462,95.38462,0,Week 04
2018 Spring,English,45B,38930,Lit In English,Lecture,2,James Turner,Mon Wed 12:00p-12:59p,21,29,1,29,100,100,0,Week 04
2018 Spring,English,45C,23816,Lit In English,Lecture,1,Dora Zhang,Mon Wed 01:00p-01:59p,52,107,3,106,99.06542,99.06542,0,Week 04
2018 Spring,English,84,23820,Sophomore Seminar,Seminar,1,Julia Bader,Wed 01:00p-03:59p,29,15,1,13,86.66667,86.66667,0,Week 04
2018 Spring,English,98BC,15576,Directed Group Stud,Directed Group Study,1,David Landreth; Jesse Cordes Selbin,Tue 06:00p-06:59p,7,20,0,11,55,55,0,Week 04
2018 Spring,English,98BC,15577,Directed Group Stud,Directed Group Study,2,David Landreth; Ismail Muhammad,Wed 06:00p-06:59p,8,20,0,13,65,65,0,Week 04
2018 Spring,English,98BC,15578,Directed Group Stud,Directed Group Study,3,Daniel Valella; David Landreth,Thu 06:00p-06:59p,3,19,0,11,57.89474,57.89474,0,Week 04
2018 Spring,English,102,38937,Topics In Eng Lang,Lecture,1,Kristin Hanson,Mon Wed Fri 11:00a-11:59a,15,19,1,17,89.47368,89.47368,0,Week 04
2018 Spring,English,107,39092,Bible/Lit,Lecture,1,Steven Goldsmith,Mon Wed 12:00p-12:59p,47,97,3,97,100,100,0,Week 04
2018 Spring,English,112,38938,Middle Eng Lit,Lecture,1,Jacob Hobson,Tue Thu 02:00p-03:29p,19,23,1,23,100,100,0,Week 04
2018 Spring,English,117S,23832,Shakespeare,Lecture,1,Charles Altieri,Mon Wed 02:00p-02:59p,21,28,2,27,96.42857,96.42857,0,Week 04
2018 Spring,English,117S,38942,Shakespeare,Lecture,2,Jeffrey Knapp,Tue Thu 12:30p-01:59p,33,93,1,91,97.84946,97.84946,0,Week 04
2018 Spring,English,118,31734,Milton,Lecture,1,Joanna Picciotto,Tue Thu 11:00a-11:59a,26,49,0,49,100,100,0,Week 04
2018 Spring,English,125A,41806,English Novel,Lecture,1,Janet Sorensen,Tue Thu 12:30p-01:59p,18,44,1,44,100,100,0,Week 04
2018 Spring,English,125B,38946,English Novel,Lecture,1,Kent Puckett,Tue Thu 03:30p-04:59p,35,71,1,69,97.1831,97.1831,0,Week 04
2018 Spring,English,125E,23834,Contemporary Novel,Lecture,1,Hertha Wong,Mon Wed 09:00a-09:59a,62,99,1,99,100,100,0,Week 04
2018 Spring,English,130A,31736,Am Lit: Before 1800,Lecture,1,Kathleen Donegan,Mon Wed Fri 02:00p-02:59p,32,46,1,45,97.82609,97.82609,0,Week 04
2018 Spring,English,131,38951,American Poetry,Lecture,1,Geoffrey O'Brien,Tue Thu 12:30p-01:59p,37,49,0,49,100,100,0,Week 04
2018 Spring,English,133T,38952,Topics Af Am,Lecture,1,Stephen Best,Tue Thu 02:00p-03:29p,13,22,1,22,100,100,0,Week 04
2018 Spring,English,134,38953,Contemp Lit,Lecture,1,Eric Falci,Mon Wed 11:00a-11:59a,72,94,2,91,96.80851,96.80851,1,Week 04
2018 Spring,English,137B,23842,Chic Lit Since 1910,Lecture,1,R Gonzalez,Tue Thu 11:00a-12:29p,28,44,0,43,97.72727,97.72727,0,Week 04
2018 Spring,English,138,38955,Stud Wor Lit Eng,Lecture,1,Poulomi Saha,Tue Thu 02:00p-03:29p,38,48,1,48,100,100,0,Week 04
2018 Spring,English,143A,23844,Short Fiction,Lecture,1,Melanie Chandra,Mon Wed 01:30p-02:59p,58,15,0,13,86.66667,86.66667,0,Week 04
2018 Spring,English,143A,32071,Short Fiction,Lecture,2,Vikram Chandra,Tue Thu 11:00a-12:29p,52,15,0,14,93.33333,93.33333,0,Week 04
2018 Spring,English,143A,32072,Short Fiction,Lecture,3,Joyce Carol Smith; Oliver Arnold,Thu 03:30p-06:29p,36,15,0,15,100,100,0,Week 04
2018 Spring,English,143B,23845,Verse,Lecture,1,Robert Hass,Tue Thu 09:30a-10:59a,26,15,0,15,100,100,0,Week 04
2018 Spring,English,143B,23846,Verse,Lecture,2,John Shoptaw,Tue Thu 12:30p-01:59p,25,15,0,12,80,80,0,Week 04
2018 Spring,English,143N,23847,Prose Nonfiction,Lecture,1,Georgina Kleege,Tue Thu 03:30p-04:59p,23,15,0,15,100,100,0,Week 04
2018 Spring,English,152,41002,Women Writers,Lecture,1,Karin Sanders,Tue Thu 11:00a-12:29p,22,20,1,20,100,100,0,Week 04
2018 Spring,English,160,38958,Literary Criticism,Seminar,1,Kent Puckett,Tue Thu 12:30p-01:59p,24,30,2,30,100,100,2,Week 04
2018 Spring,English,165,23848,Special Topics,Seminar,1,Mitchell Breitwieser,Mon Wed 03:00p-04:29p,29,25,2,25,100,100,2,Week 04
2018 Spring,English,165,23849,Special Topics,Seminar,2,Kristin Hanson,Mon Wed 03:30p-04:59p,5,12,1,12,100,100,0,Week 04
2018 Spring,English,165,38959,Special Topics,Seminar,3,Steven Goldsmith,Mon Wed 09:30a-10:59a,14,22,1,22,100,100,0,Week 04
2018 Spring,English,165,38960,Special Topics,Seminar,4,Abdul Janmohamed,Tue Thu 03:30p-04:59p,4,12,1,12,100,100,0,Week 04
2018 Spring,English,165,38961,Special Topics,Seminar,5,Genaro Padilla,Tue Thu 03:30p-04:59p,24,43,1,43,100,100,0,Week 04
2018 Spring,English,166,31752,Special Topics,Lecture,1,Catherine Flynn,Mon Wed Fri 02:00p-02:59p,17,43,1,42,97.67442,97.67442,0,Week 04
2018 Spring,English,166,31753,Special Topics,Lecture,2,Amanda Goldstein,Tue Thu 02:00p-03:29p,16,23,1,23,100,100,0,Week 04
2018 Spring,English,166,31754,Special Topics,Lecture,3,Jeffrey Knapp,Tue Thu 03:30p-04:59p,26,22,0,22,100,100,0,Week 04
2018 Spring,English,166,39093,Special Topics,Lecture,4,Colleen Lye,Tue Thu 03:30p-04:59p,21,26,0,25,96.15385,96.15385,0,Week 04
2018 Spring,English,166,40938,Special Topics,Lecture,5,John Shoptaw,Tue Thu 11:00a-12:29p,19,25,0,25,100,100,0,Week 04
2018 Spring,English,166,41411,Special Topics,Lecture,6,Donna Jones,Mon Wed 01:00p-01:59p,34,49,1,48,97.95918,97.95918,0,Week 04
2018 Spring,English,170,39786,Lit & The Arts,Lecture,1,Wendy Xin,Mon Wed 05:00p-06:29p,34,18,2,18,100,100,2,Week 04
2018 Spring,English,173,38962,Lang/Lit Of Films,Lecture,1,Abdul Janmohamed; Abdul Janmohamed,Tue Thu 11:00a-12:29p,26,22,1,22,100,100,0,Week 04
2018 Spring,English,174,38963,Lit & History,Lecture,1,Scott Saul,Tue Thu 11:00a-12:29p,24,46,1,46,100,100,0,Week 04
2018 Spring,English,174,38964,Lit & History,Lecture,2,Emily Thornbury,Tue Thu 03:30p-04:59p,22,24,0,24,100,100,0,Week 04
2018 Spring,English,177,38965,Lit & Philosoph,Lecture,1,Poulomi Saha,Tue Thu 09:30a-10:59a,55,54,0,53,98.14815,98.14815,0,Week 04
2018 Spring,English,180A,23850,Autobiography,Lecture,1,Georgina Kleege,Tue Thu 12:30p-01:59p,23,53,0,53,100,100,0,Week 04
2018 Spring,English,180R,38967,Romance,Lecture,1,James Turner,Mon Wed 05:00p-06:29p,15,20,1,20,100,100,0,Week 04
2018 Spring,English,190,16806,Research Seminar,Seminar,1,Celeste Langan,Mon Wed 09:30a-10:59a,6,11,1,11,100,100,0,Week 04
2018 Spring,English,190,16807,Research Seminar,Seminar,2,Catherine Flynn,Mon Wed 10:30a-11:59a,17,19,0,19,100,100,0,Week 04
2018 Spring,English,190,16808,Research Seminar,Seminar,3,Elisa Tamarkin,Mon Wed 02:00p-03:29p,11,12,1,12,100,100,0,Week 04
2018 Spring,English,190,16809,Research Seminar,Seminar,4,Mitchell Breitwieser,Mon Wed 05:00p-06:29p,16,17,1,17,100,100,0,Week 04
2018 Spring,English,190,16810,Research Seminar,Seminar,5,Bryan Wagner,Mon Wed 05:00p-06:29p,16,21,0,21,100,100,0,Week 04
2018 Spring,English,190,16811,Research Seminar,Seminar,6,Margaret Kolb,Tue Thu 09:30a-10:59a,2,5,2,5,100,100,0,Week 04
2018 Spring,English,190,16812,Research Seminar,Seminar,7,Irene Yoon,Tue Thu 09:30a-10:59a,6,11,1,11,100,100,0,Week 04
2018 Spring,English,190,16813,Research Seminar,Seminar,8,Charles Creasy,Tue Thu 12:30p-01:59p,11,19,0,19,100,100,0,Week 04
2018 Spring,English,190,16814,Research Seminar,Seminar,9,David Landreth,Tue Thu 02:00p-03:29p,7,14,1,14,100,100,0,Week 04
2018 Spring,English,190,16815,Research Seminar,Seminar,10,Jacob Hobson,Tue Thu 05:00p-06:29p,10,15,1,14,93.33333,93.33333,0,Week 04
2018 Spring,English,190,16816,Research Seminar,Seminar,11,Joanna Picciotto,Tue Thu 05:00p-06:29p,1,8,2,8,100,100,0,Week 04
2018 Spring,English,190,38968,Research Seminar,Seminar,12,George Starr,Tue 05:00p-08:29p,9,17,1,17,100,100,0,Week 04
2018 Spring,English,190,41600,Research Seminar,Seminar,13,Julia Bader,Wed 04:00p-07:29p,12,21,0,21,100,100,0,Week 04
2018 Spring,English,H195B,23864,Honors Course,Lecture,1,Dorothy Hale,Tue Thu 03:30p-04:59p,10,25,0,15,60,60,0,Week 04
2018 Spring,English,H195B,23865,Honors Course,Lecture,2,Carla Serpell,Mon Wed 12:30p-01:59p,10,25,0,14,56,56,0,Week 04
2018 Spring,English,198,23866,Directed Group Stdy,Directed Group Study,1,Charles Altieri,Thu 06:00p-07:59p,10,33,0,22,66.66667,66.66667,0,Week 04
2018 Spring,English,198,23867,Directed Group Stdy,Directed Group Study,2,Julia Bader,Tue 05:00p-05:59p,4,65,0,49,75.38462,75.38462,0,Week 04
2018 Spring,English,198,23868,Directed Group Stdy,Directed Group Study,3,Stephen Best,Tue 05:00p-05:59p,2,30,0,27,90,90,0,Week 04
2018 Spring,English,198,23869,Directed Group Stdy,Directed Group Study,4,Eric Falci,Wed 07:00p-08:59p,6,55,0,36,65.45455,65.45455,0,Week 04
2018 Spring,English,198,23870,Directed Group Stdy,Directed Group Study,5,David Marno,Tue 06:30p-07:59p,2,56,0,41,73.21429,73.21429,0,Week 04
2018 Spring,English,198,23871,Directed Group Stdy,Directed Group Study,6,Hertha Wong,Tue 06:00p-07:59p,1,33,0,17,51.51515,51.51515,0,Week 04
2018 Spring,English,198,23872,Directed Group Stdy,Directed Group Study,7,Susan Schweik,Mon 07:00p-07:59p,8,40,0,30,75,75,0,Week 04
2018 Spring,English,198,23873,Directed Group Stdy,Directed Group Study,8,Oliver Arnold,Thu 06:00p-07:59p,4,38,0,22,57.89474,57.89474,0,Week 04
2018 Spring,English,198,23874,Directed Group Stdy,Directed Group Study,9,James Turner,Fri 06:00p-07:59p,3,25,0,24,96,96,0,Week 04
2018 Spring,English,198,23876,Directed Group Stdy,Directed Group Study,11,Oliver Arnold,Wed 06:00p-06:59p,1,29,0,1,3.448276,3.448276,0,Week 04
2018 Spring,English,198BC,18104,Directed Group Stud,Directed Group Study,1,Aristides Dimitriou; David Landreth,Tue 06:00p-06:59p,17,20,0,20,100,100,0,Week 04
2018 Spring,English,198BC,18105,Directed Group Stud,Directed Group Study,2,David Landreth; Jesse Cordes Selbin,Tue 07:00p-07:59p,13,20,0,14,70,70,0,Week 04
2018 Spring,English,198BC,18106,Directed Group Stud,Directed Group Study,3,Aristides Dimitriou; David Landreth,Tue 07:00p-07:59p,5,19,0,15,78.94737,78.94737,0,Week 04
2018 Spring,English,198BC,18107,Directed Group Stud,Directed Group Study,4,David Landreth; Lucy Sirianni,Wed 06:00p-06:59p,29,20,0,17,85,85,0,Week 04
2018 Spring,English,198BC,18108,Directed Group Stud,Directed Group Study,5,David Landreth; Ismail Muhammad,Wed 07:00p-07:59p,14,20,0,19,95,95,0,Week 04
2018 Spring,English,198BC,18109,Directed Group Stud,Directed Group Study,6,David Landreth; Lucy Sirianni,Wed 07:00p-07:59p,10,20,0,14,70,70,0,Week 04
2018 Spring,English,198BC,18110,Directed Group Stud,Directed Group Study,7,Daniel Valella; David Landreth,Thu 05:00p-05:59p,24,21,0,21,100,100,0,Week 04
2018 Spring,English,198BC,18111,Directed Group Stud,Directed Group Study,8,David Landreth; Jane Gregory,Thu 05:00p-05:59p,24,20,0,20,100,100,0,Week 04
2018 Spring,English,198BC,18112,Directed Group Stud,Directed Group Study,9,David Landreth; Jane Gregory,Thu 06:00p-06:59p,11,19,0,18,94.73684,94.73684,0,Week 04
2018 Spring,English,203,23906,Graduate Readings,Lecture,1,Amanda Goldstein,Tue Thu 09:30a-10:59a,10,15,0,10,66.66667,66.66667,0,Week 04
2018 Spring,English,203,23907,Graduate Readings,Lecture,2,Dorothy Hale,Tue Thu 11:00a-12:29p,5,15,8,10,66.66667,66.66667,0,Week 04
2018 Spring,English,203,38970,Graduate Readings,Lecture,3,Emily Thornbury,Tue Thu 11:00a-12:29p,1,15,8,3,20,20,0,Week 04
2018 Spring,English,203,38971,Graduate Readings,Lecture,4,Maura Nolan,Tue Thu 02:00p-03:29p,2,10,5,5,50,50,0,Week 04
2018 Spring,English,203,38972,Graduate Readings,Lecture,5,R Gonzalez,Tue Thu 02:00p-03:29p,,15,8,3,20,20,0,Week 04
2018 Spring,English,250,23911,Research Seminars,Seminar,2,Janet Sorensen,Tue 03:30p-06:29p,2,10,8,8,80,80,0,Week 04
2018 Spring,English,250,23912,Research Seminars,Seminar,3,Victoria Kahn,Wed 03:00p-05:59p,1,10,8,5,50,50,0,Week 04
2018 Spring,English,250,38974,Research Seminars,Seminar,4,Joseph Lavery,Thu 03:30p-06:29p,7,10,8,7,70,70,0,Week 04
2018 Spring,English,250,38975,Research Seminars,Seminar,5,Stephen Best,Fri 12:00p-02:59p,12,10,8,5,50,50,0,Week 04
2018 Spring,Philosophy,3,28252,Nature Of Mind,Lecture,1,John Campbell,Mon Wed Fri 09:00a-09:59a,340,207,60,219,105.7971,105.7971,5,Week 04
2018 Spring,Philosophy,4,39235,Knowledge Its Limit,Lecture,1,Wesley Holliday,Tue Thu 02:00p-03:29p,142,94,30,98,104.2553,104.2553,1,Week 04
2018 Spring,Philosophy,12A,28257,Intro To Logic,Lecture,1,Daniel Warren,Mon Wed Fri 01:00p-01:59p,255,190,0,192,101.0526,101.0526,2,Week 04
2018 Spring,Philosophy,25B,28261,Modern Philosophy,Lecture,1,Kristin Primus,Mon Wed Fri 10:00a-10:59a,330,239,60,236,98.74477,98.74477,2,Week 04
2018 Spring,Philosophy,98BC,28271,Directed Group Stud,Discussion,1,James Hutchinson; Lara Buchak,Mon 05:00p-05:59p,10,20,5,17,85,85,0,Week 04
2018 Spring,Philosophy,98BC,28272,Directed Group Stud,Discussion,2,James Hutchinson; Lara Buchak,Mon 06:00p-06:59p,2,20,5,5,25,25,0,Week 04
2018 Spring,Philosophy,100,28273,Phil Methods,Lecture,1,Timothy Crockett,Wed 04:00p-05:59p,46,49,20,48,97.95918,97.95918,0,Week 04
2018 Spring,Philosophy,107,31709,Moral Psychology,Lecture,1,Kwong-loi Shun,Mon Wed Fri 03:00p-03:59p,136,44,20,45,102.2727,102.2727,0,Week 04
2018 Spring,Philosophy,128,39243,Phil Of Science,Lecture,1,Shamik Dasgupta,Tue Thu 11:00a-12:29p,104,45,16,50,111.1111,111.1111,5,Week 04
2018 Spring,Philosophy,133,28284,Philo Of Language,Lecture,1,Seth Yalcin,Tue Thu 02:00p-03:29p,210,45,15,50,111.1111,111.1111,6,Week 04
2018 Spring,Philosophy,135,39244,Theory Of Meaning,Lecture,1,John Campbell,Tue Thu 09:30a-10:59a,186,45,15,50,111.1111,111.1111,5,Week 04
2018 Spring,Philosophy,143,39246,Modal Logic,Lecture,1,Wesley Holliday,Tue Thu 11:00a-12:29p,50,47,15,45,95.74468,95.74468,0,Week 04
2018 Spring,Philosophy,161,31716,Aristotle,Lecture,1,Timothy Clarke,Tue Thu 12:30p-01:59p,73,44,15,51,115.9091,115.9091,3,Week 04
2018 Spring,Philosophy,173,39247,Leibniz,Lecture,1,Timothy Crockett,Mon Wed Fri 11:00a-11:59a,79,45,15,50,111.1111,111.1111,5,Week 04
2018 Spring,Philosophy,185,39248,Heidegger,Lecture,1,-,Mon Wed 06:30p-07:59p,104,50,15,55,110,110,2,Week 04
2018 Spring,Philosophy,190,28292,Proseminar,Lecture,1,Arpy Khatchirian; Arpy Khatchirian,Fri 09:00a-10:59a; Wed 10:00a-10:59a,23,15,5,14,93.33333,93.33333,0,Week 04
2018 Spring,Philosophy,H196,32726,Senior Seminar,Seminar,1,Nicholas Kolodny,Mon 12:00p-01:59p,10,10,5,7,70,70,0,Week 04
2018 Spring,Philosophy,198,42388,Directed Group Stdy,Directed Group Study,1,Nicholas Kolodny,Fri 02:00p-03:59p,8,15,5,14,93.33333,93.33333,0,Week 04
2018 Spring,Philosophy,198,42389,Directed Group Stdy,Directed Group Study,2,Richard Wallace; Richard Wallace,Mon 04:00p-04:59p; Thu 06:00p-06:59p,27,20,5,19,95,95,0,Week 04
2018 Spring,Philosophy,198BC,17192,Directed Group Stud,Discussion,1,Lara Buchak,Tue 05:00p-05:59p,5,20,5,19,95,95,2,Week 04
2018 Spring,Philosophy,198BC,17193,Directed Group Stud,Discussion,2,Lara Buchak,Tue 06:00p-06:59p,4,20,5,16,80,80,0,Week 04
2018 Spring,Philosophy,198BC,17194,Directed Group Stud,Discussion,3,Lara Buchak,Wed 05:00p-05:59p,8,20,5,19,95,95,0,Week 04
2018 Spring,Philosophy,198BC,17195,Directed Group Stud,Discussion,4,Lara Buchak,Wed 06:00p-06:59p,3,20,5,11,55,55,0,Week 04
2018 Spring,Philosophy,290,18046,Seminar,Seminar,1,Geoffrey Lee; Shamik Dasgupta,Tue 02:00p-03:59p,9,20,10,13,65,65,0,Week 04
2018 Spring,Philosophy,290,39249,Seminar,Seminar,2,Joshua Cohen; Nicholas Kolodny,Fri 12:00p-02:59p,13,20,10,4,20,20,0,Week 04
2018 Spring,Philosophy,290,18048,Seminar,Seminar,3,John Macfarlane,Tue 04:00p-05:59p,3,20,10,8,40,40,0,Week 04
2018 Spring,Philosophy,290,18049,Seminar,Seminar,4,Richard Wallace,Wed 02:00p-03:59p,9,20,10,9,45,45,0,Week 04
2018 Spring,Philosophy,290,18050,Seminar,Seminar,5,Daniel Warren,Thu 02:00p-03:59p,4,20,10,5,25,25,0,Week 04
2018 Spring,Philosophy,290,41942,Seminar,Seminar,6,Barry Stroud,Wed 04:00p-05:59p,3,20,10,5,25,25,0,Week 04
2018 Spring,Philosophy,295,28339,Dissertation Sem,Seminar,1,Geoffrey Lee,Mon 12:00a-12:00a,,15,5,3,20,20,0,Week 04
2018 Spring,Statistics,2,30803,Intro To Stat,Lecture,1,Cari Kaufman,Tue Thu 02:00p-03:29p,229,292,60,285,97.60274,97.60274,0,Week 04
2018 Spring,Statistics,C8,31678,Foundation Data Sci,Lecture,1,Anindita Adhikari; Scott Lee,Mon Wed Fri 10:00a-10:59a,1634,1046,44,1043,99.71319,99.71319,27,Week 04
2018 Spring,Statistics,20,30816,Intro Prob Stat Cal,Lecture,1,Fletcher Ibser,Mon Wed Fri 01:00p-01:59p,426,400,80,400,100,100,10,Week 04
2018 Spring,Statistics,W21,30831,Intro Prob Stat Bus,Web-Based Lecture,1,Aditya Pandey; Harman Shah Singh; Shobhana Murali Stoyanov,Sun 12:00a-12:01a,164,226,0,205,90.70796,90.70796,0,Week 04
2018 Spring,Statistics,W21,41776,Intro Prob Stat Bus,Web-Based Lecture,UC01,Aditya Pandey; Harman Shah Singh; Shobhana Murali Stoyanov,Sun 12:00a-12:01a,,3,0,3,100,100,0,Week 04
2018 Spring,Statistics,28,32673,Stat Meth Data Sci,Lecture,1,William Fithian,Tue Thu 12:30p-01:59p,31,50,10,15,30,30,0,Week 04
2018 Spring,Statistics,88,30832,Prob/Stat Data Sci,Lecture,1,Rasmus Nielsen; Shreya Agarwal,Tue Thu 04:00p-04:59p,243,159,15,158,99.37107,99.37107,2,Week 04
2018 Spring,Statistics,89A,30833,Lin Alg For Datasci,Lecture,1,Michael Mahoney,Tue Thu 09:30a-10:59a,44,50,10,35,70,70,0,Week 04
2018 Spring,Statistics,98,30838,Directed Group Stdy,Directed Group Study,1,Philip Stark; -,Mon 07:00p-08:59p,15,35,0,26,74.28571,74.28571,0,Week 04
2018 Spring,Statistics,98,42591,Directed Group Stdy,Directed Group Study,2,Shobhana Murali Stoyanov; -,Tue 06:30p-07:59p,6,40,0,20,50,50,0,Week 04
